19_d500_10_0_badger_2017-05-01,2_d500_28_0_badger_2017-08-01,2_d500_41_0_badger_2019-07-01,2_d500_42_0_badger_2019-09-01,2_d500_43_0_badger_2014-07-01,2_d500_6_0_badger_2018-06-01,2_d500_9_0_badger_2015-05-01,40002_1_boar_2014-10-01,40002_2_boar_2018-10-01,40017_2_boar_2019-04-01,40089001_0_cattle_2014-04-01,40089001_1_cattle_2014-05-01,40089001_2_cattle_2014-05-01,40089001_3_cattle_2014-05-01,40089001_4_cattle_2014-05-01,40089001_5_cattle_2014-05-01,40089001_6_cattle_2014-05-01,40089001_7_cattle_2014-05-01,40089001_8_cattle_2014-05-01,40089001_9_cattle_2014-05-01,40089_0_boar_2017-01-01,40089_1_boar_2013-04-01,40089_2_boar_2015-03-01,40089_3_boar_2020-02-01,40203001_0_cattle_2016-12-01,40203001_1_cattle_2016-12-01,40203015_0_cattle_2016-02-01,40203015_1_cattle_2016-02-01,40203015_2_cattle_2016-01-01,40203015_3_cattle_2016-02-01,40203015_4_cattle_2016-02-01,40203015_5_cattle_2016-02-01,40203015_6_cattle_2016-02-01,40203015_7_cattle_2016-02-01,40203015_8_cattle_2016-02-01,40203_10_boar_2020-02-01,40203_11_boar_2019-09-01,40203_1_boar_2015-07-01,40203_2_boar_2014-12-01,40203_3_boar_2015-11-01,40203_4_boar_2015-06-01,40203_5_boar_2017-01-01,40203_6_boar_2017-03-01,40203_7_boar_2017-10-01,40203_8_boar_2017-05-01,40203_9_boar_2019-05-01,45_d500_155_880_0_badger_2020-02-01,45_d500_156_0_badger_2015-02-01,45_d500_157_858_0_badger_2013-05-01,45_d500_157_858_1_badger_2013-08-01,45_d500_159_855_0_badger_2012-03-01,45_d500_160_0_badger_2018-06-01,45_d500_163_0_badger_2013-06-01,45_d500_163_1_badger_2020-02-01,45_d500_57_715_0_badger_2013-07-01,45_d500_61_0_badger_2017-08-01,45_d500_61_1_badger_2020-02-01,45_d500_78_668_0_badger_2014-02-01,45_d500_78_668_1_badger_2017-05-01,45_d500_99_866_1_badger_2013-04-01,45_d500_99_866_2_badger_2013-09-01,45_d500_99_866_3_badger_2014-03-01,45_d500_99_866_4_badger_2019-06-01,45_d500_99_866_5_badger_2014-08-01,45_d500_99_869_0_badger_2020-02-01,45_d500_99_869_1_badger_2014-08-01,64359108_0_cattle_2020-02-01,64359108_1_cattle_2020-02-01,64359187_0_cattle_2014-01-01,64359187_1_cattle_2014-01-01,64359187_2_cattle_2014-01-01,64359189_0_cattle_2018-03-01,64420009_0_cattle_2014-03-01,64420009_10_cattle_2017-04-01,64420009_11_cattle_2017-02-01,64420009_12_cattle_2017-02-01,64420009_13_cattle_2017-04-01,64420009_14_cattle_2017-02-01,64420009_15_cattle_2017-04-01,64420009_16_cattle_2017-04-01,64420009_17_cattle_2017-04-01,64420009_1_cattle_2014-01-01,64420009_2_cattle_2014-01-01,64420009_3_cattle_2014-01-01,64420009_4_cattle_2014-01-01,64420009_5_cattle_2014-01-01,64420009_6_cattle_2014-03-01,64420009_7_cattle_2014-01-01,64420009_8_cattle_2014-03-01,64420009_9_cattle_2017-04-01,64420015_0_cattle_2007-04-01,64420015_1_cattle_2007-06-01,64420015_2_cattle_2007-04-01,64420035_0_cattle_2012-05-01,64420035_10_cattle_2012-07-01,64420035_11_cattle_2012-05-01,64420035_12_cattle_2012-07-01,64420035_13_cattle_2012-07-01,64420035_14_cattle_2012-07-01,64420035_15_cattle_2012-05-01,64420035_16_cattle_2012-05-01,64420035_17_cattle_2012-07-01,64420035_18_cattle_2012-07-01,64420035_19_cattle_2012-05-01,64420035_1_cattle_2012-07-01,64420035_20_cattle_2012-05-01,64420035_21_cattle_2012-07-01,64420035_22_cattle_2016-03-01,64420035_2_cattle_2012-05-01,64420035_3_cattle_2012-05-01,64420035_4_cattle_2012-05-01,64420035_5_cattle_2012-05-01,64420035_6_cattle_2012-05-01,64420035_7_cattle_2012-05-01,64420035_8_cattle_2012-05-01,64420035_9_cattle_2012-05-01
0,0,0,0,0.0023995200959808036,0,0.007398520295940815,0.014197160567886403,0,0,0,0.07418516296740668,0.0027994401119776045,0.011597680463907209,0.07858428314337162,0.012997400519896006,0,5.998800239952009e-4,0.0011997600479904018,0.009598080383923213,0,0.005998800239952012,0.022395520895820788,0,0,0,0.0035992801439712063,0,0,0,0,0,0,0,0,0,0,0.008998200359928014,0.024995000999799982,0.0023995200959808036,0.009998000399920012,0,0,0,0,0,0,0.025194961007798382,0,0,0,0,0,0,0.012197560487902407,0,0,0.0037992401519696068,0,0,0,0.02579484103179358,0,0.08058388322335569,0,0.03139372125574877,0,0,0.0045990801839632086,0.007998400319936016,0.002199560087982403,0,0.1271745650869844,0,0,0,0,0,0,0,0,0.022395520895820788,0.007198560287942414,0.004199160167966408,0.0027994401119776045,0.010397920415916811,0.009198160367926414,0.006198760247950412,0.022795440911817587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0019996000799840027,0,0.0035992801439712063,0.0023995200959808036,0,0,0.03399320135972796,0,0,0.006198760247950412,0.32053589282143374,0.0027994401119776045,0,0,0,0.0011997600479904018,0,3.999200159968006e-4,0.01059788042391521,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,0.006398720255948813,0,0.002999400119976005,0,0,0,0,0,0,0.007198560287942414,0,0,0,0,0,0,0.0019996000799840027,0,0,0.0011997600479904018,0,0,0,0.0031993601279744054,0,0.02059588082383519,0,0.008598280343931215,0,0,0.001399720055988802,5.998800239952009e-4,0,0,0.024595080983803183,0,0,0,0,0,0,0,0,0.004199160167966408,0.0019996000799840027,5.998800239952009e-4,0,0.0015996800639872023,0.0011997600479904018,0,0.0017996400719856025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.7362527494500632,0,0,0,0,0,0.0011997600479904018,0,0,0.029794041191761572,0.001399720055988802,0,0,0,0,0.03619276144771036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0.014797040591881602,0,0,0,3.999200159968006e-4,0,0,0,5.998800239952009e-4,0,0,9.998000399920016e-4,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,3.999200159968006e-4,3.999200159968006e-4,3.999200159968006e-4,0.018996200759847995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.038192361527694355,0,0,1.999600079984003e-4,0,0,0.002599480103979204,0.004399120175964808,0.07758448310337959,0,9.998000399920016e-4,0.0037992401519696068,0,0,0,0.34413117376524244,0,0.0011997600479904018,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019996000799840027,0,0,0.002199560087982403,0,0,0,0.03659268146370716,0,0,0,0,0,0,0,0.001399720055988802,0,0,0.0031993601279744054,0,0,0,0,0,0,0,0,0.0031993601279744054,0.005598880223955211,0.0017996400719856025,0,0.0015996800639872023,5.998800239952009e-4,1.999600079984003e-4,0.043391321735652744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1.999600079984003e-4,0,0.006198760247950412,0.01099780043991201,0,0,0.06818636272745449,0.36112777444510463,0.0037992401519696068,0.0037992401519696068,0,5.998800239952009e-4,0,0,0,0.007398520295940815,0,0.001399720055988802,0.0037992401519696068,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0.0015996800639872023,0.008798240351929614,7.998400319936012e-4,0.008798240351929614,0,0,0,0,0,0,0.011797640471905608,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006198760247950412,0,0.04499100179963994,0,0.018996200759847995,0,0,1.999600079984003e-4,0,0,0,0.04999000199959993,0,0,0,0,0,0,0,0,9.998000399920016e-4,0.001399720055988802,0,0,0,0,5.998800239952009e-4,0.007598480303939215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,5.998800239952009e-4,0,0,0.002599480103979204,0,0,0.00519896020795841,0.0011997600479904018,0.0017996400719856025,0.004399120175964808,0.005998800239952012,0,7.998400319936012e-4,3.999200159968006e-4,0.0037992401519696068,0.009398120375924813,0,0.014597080583883202,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0,7.998400319936012e-4,0,0,0,0,0,0,5.998800239952009e-4,9.998000399920016e-4,0,0,0,9.998000399920016e-4,0,0.015996800639872,0,0,0.0037992401519696068,0,9.998000399920016e-4,0,0.0027994401119776045,0,0.0035992801439712063,0,0.0023995200959808036,0,0,0.014197160567886403,0.012797440511897606,0.0011997600479904018,0,0.013197360527894405,0,0,0,0,0,0,0,0,0.038392321535692754,0.012197560487902407,0.0035992801439712063,0.0037992401519696068,0.01079784043191361,0.36092781443710625,0.014997000599880001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.001399720055988802,0,1.999600079984003e-4,0,0,1.999600079984003e-4,0,0.34413117376524244,0.11057788442311667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,1.999600079984003e-4,0,0,0,0.0171965606878624,0,0,0,0,0,0,0,0,0,0,0,0.0019996000799840027,0.01059788042391521,0,0,0.04379124175164954,9.998000399920016e-4,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,1.999600079984003e-4,3.999200159968006e-4,0.32313537292541267,0,0.09758048390322024,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,1.999600079984003e-4,0,0,1.999600079984003e-4,0.017396520695860798,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0.013797240551889604,1.999600079984003e-4,0,0.042991401719655944,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.0023995200959808036,3.999200159968006e-4,0,0,0,3.999200159968006e-4,0.13497300539892226,0.126974605078986,0,1.999600079984003e-4,0,0.0023995200959808036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,5.998800239952009e-4,0,0.0023995200959808036,0,0,5.998800239952009e-4,0,5.998800239952009e-4,0,3.999200159968006e-4,0,0,0,0,0,0,5.998800239952009e-4,0.05778844231153751,0,0,0.0023995200959808036,0,0,0,0,0,0,0,0,0.0019996000799840027,0.029794041191761572,0,0.0015996800639872023,0.10577884423115491,3.999200159968006e-4,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.03039392121575677,0,0,0,0,0,0.0019996000799840027,7.998400319936012e-4,0.07658468306338756,0.321735652869424,3.999200159968006e-4,0.0023995200959808036,0.0023995200959808036,0,0,0,0,0.0017996400719856025,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0.03539292141571676,0,0.001399720055988802,0,0,0,0,3.999200159968006e-4,0.0015996800639872023,0,0,0.005798840231953611,0,0,0,0,0,0,0,0,0.003399320135972806,0.002199560087982403,0,0,3.999200159968006e-4,0.0027994401119776045,0.001399720055988802,0.047990401919615934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6972605478903794,0,0,0,0,0,0,0,0,0.08418316336732701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037992401519696068,3.999200159968006e-4,0.002199560087982403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3.999200159968006e-4,0,5.998800239952009e-4,5.998800239952009e-4,0,0,0.013997200559888004,0.006998600279944014,7.998400319936012e-4,0.003999200159968007,0.002199560087982403,0.012797440511897606,7.998400319936012e-4,0.0015996800639872023,0.002199560087982403,0.0015996800639872023,0,0,0.002599480103979204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,5.998800239952009e-4,0,0,0,0,0,0,7.998400319936012e-4,0.06998600279944014,0,0.0045990801839632086,0,0.07418516296740668,0,0.04079184163167355,0,0,0.02079584083183359,0,0.08918216356728717,0,0.0011997600479904018,0,0.006198760247950412,0,9.998000399920016e-4,0,0,0.05598880223955192,0.017796440711857597,0.008198360327934416,0,0.018996200759847995,0,0,0,0,0,0,0,0,0.05038992201559673,0.020395920815836792,0.012797440511897606,0.013997200559888004,0.013797240551889604,0.0163967206558688,0.012197560487902407,0.004199160167966408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004199160167966408,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3.999200159968006e-4,0,0.0655868826234752,0.03579284143171356,0,0,0.0037992401519696068,0.0037992401519696068,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0.0157968406318736,0.002199560087982403,0.00539892021595681,1.999600079984003e-4,0,0.01079784043191361,0.0027994401119776045,0,7.998400319936012e-4,0,0,0.03419316136772636,0.03679264147170556,0.024595080983803183,0.0837832433513302,0,0,0,0,0,0,0.0157968406318736,0,0,0,0,0,0,0.0023995200959808036,0,0,0,0,0,0,0.002599480103979204,0,0.023995200959807984,0,0.026994601079783978,0,0,1.999600079984003e-4,7.998400319936012e-4,0,0,0.0049990001999600095,0,0,0,0,0,0,0,0,0.002199560087982403,9.998000399920016e-4,1.999600079984003e-4,1.999600079984003e-4,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01099780043991201,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.028794241151769574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22115576884623547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13497300539892226,0,0.1817636472705494,0.6322735452909063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2037592481503741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5108978204358904,0,0.3039392121575683,0.08738252349530151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.999600079984003e-4,0,0,0,0,0.013597280543891204,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0.0015996800639872023,0,0.0049990001999600095,0,1.999600079984003e-4,0,0,0.02679464107178558,0.048190361927614334,0.047790441911617534,0.015196960607878401,0.02199560087982399,0.0655868826234752,0.02099580083983199,0.018196360727854397,0,0,0.042991401719655944,0.0031993601279744054,0.07978404319136206,0.008998200359928014,5.998800239952009e-4,9.998000399920016e-4,0,0,0,0,0,0,0,0,0.0023995200959808036,0,0,0,3.999200159968006e-4,0,0,0.002999400119976005,0,0,0,0,0,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,1.999600079984003e-4,5.998800239952009e-4,1.999600079984003e-4,1.999600079984003e-4,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027994401119775976,0,0,0,0,0,0,0,0
