sp_infector,infector,n,sim,scenario,nub_trans
badger,45_d500_95_695_0,55,B1_12,3,238
badger,45_d500_160_2,118,B1_12,3,238
boar,64359_15,1,B1_12,4,227
cattle,64359108_6,1,B1_12,4,227
boar,64359_20,3,B1_12,4,227
cattle,64159002_2,3,B1_12,4,227
boar,64359_5,4,B1_12,4,227
cattle,64420015_2,4,B1_12,4,227
cattle,64149026_1,6,B1_12,4,227
cattle,64359142_0,9,B1_12,4,227
cattle,64099007_3,14,B1_12,4,227
cattle,64359119_0,20,B1_12,4,227
boar,64359_3,59,B1_12,4,227
cattle,64420009_0,103,B1_12,4,227
cattle,64359204_6,1,B1_12,5,236
cattle,64159002_2,3,B1_12,5,236
cattle,64359110_2,3,B1_12,5,236
cattle,64420015_2,4,B1_12,5,236
cattle,64149026_1,6,B1_12,5,236
cattle,64359142_0,8,B1_12,5,236
badger,45_d500_132_811_0,19,B1_12,5,236
cattle,64359119_0,19,B1_12,5,236
badger,45_d500_95_695_0,55,B1_12,5,236
badger,45_d500_160_2,118,B1_12,5,236
boar,64359_15,1,B1_12,6,227
cattle,64359108_6,1,B1_12,6,227
boar,64359_20,3,B1_12,6,227
cattle,64159002_2,3,B1_12,6,227
boar,64359_5,4,B1_12,6,227
cattle,64420015_2,4,B1_12,6,227
cattle,64149026_1,6,B1_12,6,227
cattle,64359142_0,9,B1_12,6,227
cattle,64099007_3,14,B1_12,6,227
cattle,64359119_0,20,B1_12,6,227
boar,64359_3,59,B1_12,6,227
cattle,64420009_0,103,B1_12,6,227
NA,NA,NA,B1_13,ref,255
badger,45_d500_132_808_0,1,B1_13,1,254
cattle,64301083_1,1,B1_13,1,254
cattle,64306004_1,1,B1_13,1,254
cattle,64420035_11,1,B1_13,1,254
cattle,64420035_27,1,B1_13,1,254
boar,64416_4,3,B1_13,1,254
cattle,64359209_10,3,B1_13,1,254
boar,64410_1,4,B1_13,1,254
cattle,64244024_3,7,B1_13,1,254
boar,64556_0,9,B1_13,1,254
cattle,64025001_3,9,B1_13,1,254
cattle,64306008_2,13,B1_13,1,254
cattle,64556051_13,14,B1_13,1,254
cattle,64556005_0,52,B1_13,1,254
cattle,64025031_0,58,B1_13,1,254
cattle,64420015_0,77,B1_13,1,254
badger,45_d500_132_808_0,1,B1_13,2,253
cattle,64301083_1,1,B1_13,2,253
cattle,64306004_1,1,B1_13,2,253
cattle,64420035_11,1,B1_13,2,253
cattle,64420035_27,1,B1_13,2,253
boar,64416_4,3,B1_13,2,253
cattle,64359209_10,3,B1_13,2,253
boar,64410_1,4,B1_13,2,253
cattle,64244024_3,7,B1_13,2,253
boar,64556_0,9,B1_13,2,253
cattle,64025001_3,9,B1_13,2,253
cattle,64306008_2,13,B1_13,2,253
cattle,64556051_13,14,B1_13,2,253
cattle,64556005_0,52,B1_13,2,253
cattle,64025031_0,58,B1_13,2,253
cattle,64420015_0,76,B1_13,2,253
badger,45_d500_132_808_0,1,B1_13,3,227
cattle,64301083_1,1,B1_13,3,227
cattle,64306004_1,1,B1_13,3,227
cattle,64420035_11,1,B1_13,3,227
cattle,64420035_27,1,B1_13,3,227
cattle,64359209_10,2,B1_13,3,227
cattle,64025001_3,5,B1_13,3,227
cattle,64244024_3,7,B1_13,3,227
cattle,64556002_2,7,B1_13,3,227
cattle,64306008_2,12,B1_13,3,227
cattle,64556051_13,12,B1_13,3,227
cattle,64556005_0,49,B1_13,3,227
cattle,64025031_0,55,B1_13,3,227
cattle,64420015_0,73,B1_13,3,227
cattle,64301083_1,1,B1_13,4,221
cattle,64306004_1,1,B1_13,4,221
cattle,64420035_27,1,B1_13,4,221
boar,64416_4,3,B1_13,4,221
cattle,64359209_10,3,B1_13,4,221
boar,64410_1,4,B1_13,4,221
cattle,64244024_3,6,B1_13,4,221
boar,64556_0,7,B1_13,4,221
cattle,64025001_3,9,B1_13,4,221
cattle,64306008_2,11,B1_13,4,221
cattle,64556051_13,12,B1_13,4,221
cattle,64556005_0,47,B1_13,4,221
cattle,64025031_0,54,B1_13,4,221
cattle,64420015_0,62,B1_13,4,221
badger,45_d500_132_808_0,1,B1_13,5,226
cattle,64301083_1,1,B1_13,5,226
cattle,64306004_1,1,B1_13,5,226
cattle,64420035_11,1,B1_13,5,226
cattle,64420035_27,1,B1_13,5,226
cattle,64359209_10,2,B1_13,5,226
cattle,64025001_3,5,B1_13,5,226
cattle,64244024_3,7,B1_13,5,226
cattle,64556002_2,7,B1_13,5,226
cattle,64306008_2,12,B1_13,5,226
cattle,64556051_13,12,B1_13,5,226
cattle,64556005_0,49,B1_13,5,226
cattle,64025031_0,55,B1_13,5,226
cattle,64420015_0,72,B1_13,5,226
cattle,64301083_1,1,B1_13,6,221
cattle,64306004_1,1,B1_13,6,221
cattle,64420035_27,1,B1_13,6,221
boar,64416_4,3,B1_13,6,221
cattle,64359209_10,3,B1_13,6,221
boar,64410_1,4,B1_13,6,221
cattle,64244024_3,6,B1_13,6,221
boar,64556_0,7,B1_13,6,221
cattle,64025001_3,9,B1_13,6,221
cattle,64306008_2,11,B1_13,6,221
cattle,64556051_13,12,B1_13,6,221
cattle,64556005_0,47,B1_13,6,221
cattle,64025031_0,54,B1_13,6,221
cattle,64420015_0,62,B1_13,6,221
NA,NA,NA,B1_14,ref,391
badger,45_d500_99_839_1,1,B1_14,1,390
boar,64393_20,1,B1_14,1,390
cattle,64359138_3,1,B1_14,1,390
cattle,64359142_0,1,B1_14,1,390
cattle,64387011_4,1,B1_14,1,390
cattle,64551007_7,1,B1_14,1,390
cattle,64359138_12,2,B1_14,1,390
cattle,64359138_4,3,B1_14,1,390
cattle,64359144_0,3,B1_14,1,390
boar,64359_9,5,B1_14,1,390
cattle,64393009_2,5,B1_14,1,390
cattle,64359167_0,12,B1_14,1,390
cattle,64420009_3,12,B1_14,1,390
cattle,64359163_0,29,B1_14,1,390
cattle,64359035_0,59,B1_14,1,390
cattle,64420015_1,118,B1_14,1,390
cattle,64359187_6,136,B1_14,1,390
badger,45_d500_99_839_1,1,B1_14,2,388
boar,64393_20,1,B1_14,2,388
cattle,64359138_3,1,B1_14,2,388
cattle,64359142_0,1,B1_14,2,388
cattle,64387011_4,1,B1_14,2,388
cattle,64551007_7,1,B1_14,2,388
cattle,64359138_12,2,B1_14,2,388
cattle,64359138_4,3,B1_14,2,388
cattle,64359144_0,3,B1_14,2,388
boar,64359_9,5,B1_14,2,388
cattle,64393009_2,5,B1_14,2,388
cattle,64359167_0,12,B1_14,2,388
cattle,64420009_3,12,B1_14,2,388
cattle,64359163_0,29,B1_14,2,388
cattle,64359035_0,59,B1_14,2,388
cattle,64420015_1,116,B1_14,2,388
cattle,64359187_6,136,B1_14,2,388
badger,45_d500_99_839_1,1,B1_14,3,321
cattle,64359138_3,1,B1_14,3,321
cattle,64359142_0,1,B1_14,3,321
cattle,64387011_4,1,B1_14,3,321
cattle,64359138_12,2,B1_14,3,321
cattle,64359138_4,2,B1_14,3,321
cattle,64359144_0,3,B1_14,3,321
badger,45_d500_97_3,4,B1_14,3,321
cattle,64393009_2,5,B1_14,3,321
cattle,64359167_0,8,B1_14,3,321
cattle,64420009_3,10,B1_14,3,321
cattle,64359163_0,17,B1_14,3,321
cattle,64359035_0,48,B1_14,3,321
cattle,64420015_1,108,B1_14,3,321
cattle,64359187_6,110,B1_14,3,321
cattle,64359144_0,1,B1_14,4,297
cattle,64551007_7,1,B1_14,4,297
cattle,64359138_12,2,B1_14,4,297
cattle,64393009_2,2,B1_14,4,297
cattle,64359138_4,3,B1_14,4,297
boar,64359_9,4,B1_14,4,297
cattle,64420009_3,7,B1_14,4,297
cattle,64359167_0,11,B1_14,4,297
cattle,64359163_0,23,B1_14,4,297
cattle,64359035_0,49,B1_14,4,297
cattle,64420015_1,85,B1_14,4,297
cattle,64359187_6,109,B1_14,4,297
badger,45_d500_99_839_1,1,B1_14,5,319
cattle,64359138_3,1,B1_14,5,319
cattle,64359142_0,1,B1_14,5,319
cattle,64387011_4,1,B1_14,5,319
cattle,64359138_12,2,B1_14,5,319
cattle,64359138_4,2,B1_14,5,319
cattle,64359144_0,3,B1_14,5,319
badger,45_d500_97_3,4,B1_14,5,319
cattle,64393009_2,5,B1_14,5,319
cattle,64359167_0,8,B1_14,5,319
cattle,64420009_3,10,B1_14,5,319
cattle,64359163_0,17,B1_14,5,319
cattle,64359035_0,48,B1_14,5,319
cattle,64420015_1,106,B1_14,5,319
cattle,64359187_6,110,B1_14,5,319
cattle,64359144_0,1,B1_14,6,297
cattle,64551007_7,1,B1_14,6,297
cattle,64359138_12,2,B1_14,6,297
cattle,64393009_2,2,B1_14,6,297
cattle,64359138_4,3,B1_14,6,297
boar,64359_9,4,B1_14,6,297
cattle,64420009_3,7,B1_14,6,297
cattle,64359167_0,11,B1_14,6,297
cattle,64359163_0,23,B1_14,6,297
cattle,64359035_0,49,B1_14,6,297
cattle,64420015_1,85,B1_14,6,297
cattle,64359187_6,109,B1_14,6,297
NA,NA,NA,B1_15,ref,335
badger,27_d500_83_0,1,B1_15,1,335
boar,40072_0,1,B1_15,1,335
cattle,40110022_3,1,B1_15,1,335
cattle,40220019_2,1,B1_15,1,335
cattle,64420015_1,1,B1_15,1,335
boar,40110_10,2,B1_15,1,335
badger,27_d500_173_0,3,B1_15,1,335
badger,27_d500_98_0,3,B1_15,1,335
cattle,40270060_5,3,B1_15,1,335
cattle,64420044_1,4,B1_15,1,335
cattle,40220024_1,5,B1_15,1,335
cattle,40220019_10,16,B1_15,1,335
cattle,40286018_0,20,B1_15,1,335
cattle,40321027_2,40,B1_15,1,335
boar,40110_9,48,B1_15,1,335
cattle,40110022_1,56,B1_15,1,335
badger,45_d500_157_858_1,130,B1_15,1,335
badger,27_d500_83_0,1,B1_15,2,333
boar,40072_0,1,B1_15,2,333
cattle,40110022_3,1,B1_15,2,333
cattle,40220019_2,1,B1_15,2,333
cattle,64420015_1,1,B1_15,2,333
boar,40110_10,2,B1_15,2,333
badger,27_d500_173_0,3,B1_15,2,333
badger,27_d500_98_0,3,B1_15,2,333
cattle,40270060_5,3,B1_15,2,333
cattle,64420044_1,4,B1_15,2,333
cattle,40220024_1,5,B1_15,2,333
cattle,40220019_10,16,B1_15,2,333
cattle,40286018_0,20,B1_15,2,333
cattle,40321027_2,40,B1_15,2,333
boar,40110_9,48,B1_15,2,333
cattle,40110022_1,56,B1_15,2,333
cattle,64420015_6,128,B1_15,2,333
badger,27_d500_173_0,1,B1_15,3,280
badger,27_d500_98_0,1,B1_15,3,280
cattle,40110022_10,1,B1_15,3,280
cattle,40110022_3,1,B1_15,3,280
cattle,40220019_2,1,B1_15,3,280
cattle,64420015_1,1,B1_15,3,280
cattle,40270060_5,2,B1_15,3,280
cattle,40220024_1,3,B1_15,3,280
cattle,64420044_1,4,B1_15,3,280
cattle,40220019_10,15,B1_15,3,280
cattle,40286018_0,18,B1_15,3,280
cattle,40321027_2,24,B1_15,3,280
cattle,40110022_1,41,B1_15,3,280
cattle,40220019_3,41,B1_15,3,280
badger,45_d500_157_858_1,126,B1_15,3,280
boar,40110_8,1,B1_15,4,283
boar,40325_0,1,B1_15,4,283
cattle,40110022_3,1,B1_15,4,283
cattle,64420015_1,1,B1_15,4,283
boar,40110_10,2,B1_15,4,283
cattle,40220024_1,3,B1_15,4,283
cattle,40270060_5,3,B1_15,4,283
cattle,64420044_1,3,B1_15,4,283
cattle,40286018_0,15,B1_15,4,283
cattle,40220019_10,16,B1_15,4,283
cattle,40321027_2,34,B1_15,4,283
boar,40110_9,40,B1_15,4,283
cattle,40110022_1,44,B1_15,4,283
cattle,64420015_6,119,B1_15,4,283
badger,27_d500_173_0,1,B1_15,5,278
badger,27_d500_98_0,1,B1_15,5,278
cattle,40110022_10,1,B1_15,5,278
cattle,40110022_3,1,B1_15,5,278
cattle,40220019_2,1,B1_15,5,278
cattle,64420015_1,1,B1_15,5,278
cattle,40270060_5,2,B1_15,5,278
cattle,40220024_1,3,B1_15,5,278
cattle,64420044_1,4,B1_15,5,278
cattle,40220019_10,15,B1_15,5,278
cattle,40286018_0,18,B1_15,5,278
cattle,40321027_2,24,B1_15,5,278
cattle,40110022_1,41,B1_15,5,278
cattle,40220019_3,41,B1_15,5,278
cattle,64420015_6,124,B1_15,5,278
boar,40110_8,1,B1_15,6,283
boar,40325_0,1,B1_15,6,283
cattle,40110022_3,1,B1_15,6,283
cattle,64420015_1,1,B1_15,6,283
boar,40110_10,2,B1_15,6,283
cattle,40220024_1,3,B1_15,6,283
cattle,40270060_5,3,B1_15,6,283
cattle,64420044_1,3,B1_15,6,283
cattle,40286018_0,15,B1_15,6,283
cattle,40220019_10,16,B1_15,6,283
cattle,40321027_2,34,B1_15,6,283
boar,40110_9,40,B1_15,6,283
cattle,40110022_1,44,B1_15,6,283
cattle,64420015_6,119,B1_15,6,283
NA,NA,NA,B1_16,ref,353
badger,45_d500_194_1553_0,1,B1_16,1,353
cattle,64359103_0,1,B1_16,1,353
cattle,64420015_4,1,B1_16,1,353
cattle,64359103_1,2,B1_16,1,353
cattle,64416031_4,2,B1_16,1,353
badger,45_d500_156_3,3,B1_16,1,353
cattle,64149029_3,3,B1_16,1,353
boar,64359_2,5,B1_16,1,353
cattle,64359149_0,6,B1_16,1,353
cattle,64420047_1,10,B1_16,1,353
boar,64416_3,12,B1_16,1,353
cattle,64359108_0,62,B1_16,1,353
badger,45_d500_160_2,245,B1_16,1,353
badger,45_d500_194_1553_0,1,B1_16,2,343
cattle,64359103_0,1,B1_16,2,343
cattle,64420015_4,1,B1_16,2,343
cattle,64359103_1,2,B1_16,2,343
cattle,64416031_4,2,B1_16,2,343
cattle,64420044_2,2,B1_16,2,343
cattle,64149029_3,3,B1_16,2,343
boar,64359_2,5,B1_16,2,343
cattle,64359149_0,6,B1_16,2,343
cattle,64420047_1,10,B1_16,2,343
boar,64416_3,12,B1_16,2,343
cattle,64359108_0,62,B1_16,2,343
cattle,64420015_2,236,B1_16,2,343
cattle,64359103_0,1,B1_16,3,322
cattle,64420015_4,1,B1_16,3,322
cattle,64416031_4,2,B1_16,3,322
badger,45_d500_156_3,3,B1_16,3,322
cattle,64149029_3,3,B1_16,3,322
badger,45_d500_182_0,5,B1_16,3,322
cattle,64359103_1,5,B1_16,3,322
cattle,64359149_0,5,B1_16,3,322
cattle,64420047_1,10,B1_16,3,322
cattle,64359108_0,52,B1_16,3,322
badger,45_d500_160_2,235,B1_16,3,322
cattle,64359103_1,1,B1_16,4,291
cattle,64420015_4,1,B1_16,4,291
cattle,64420044_2,1,B1_16,4,291
cattle,64416031_4,2,B1_16,4,291
cattle,64149029_3,3,B1_16,4,291
boar,64359_2,4,B1_16,4,291
cattle,64359149_0,5,B1_16,4,291
cattle,64420047_1,9,B1_16,4,291
boar,64416_3,10,B1_16,4,291
cattle,64359108_0,49,B1_16,4,291
cattle,64420015_2,206,B1_16,4,291
cattle,64359103_0,1,B1_16,5,312
cattle,64420015_4,1,B1_16,5,312
cattle,64416031_4,2,B1_16,5,312
cattle,64420044_2,2,B1_16,5,312
cattle,64149029_3,3,B1_16,5,312
badger,45_d500_182_0,5,B1_16,5,312
cattle,64359103_1,5,B1_16,5,312
cattle,64359149_0,5,B1_16,5,312
cattle,64420047_1,10,B1_16,5,312
cattle,64359108_0,52,B1_16,5,312
cattle,64420015_2,226,B1_16,5,312
cattle,64359103_1,1,B1_16,6,291
cattle,64420015_4,1,B1_16,6,291
cattle,64420044_2,1,B1_16,6,291
cattle,64416031_4,2,B1_16,6,291
cattle,64149029_3,3,B1_16,6,291
boar,64359_2,4,B1_16,6,291
cattle,64359149_0,5,B1_16,6,291
cattle,64420047_1,9,B1_16,6,291
boar,64416_3,10,B1_16,6,291
cattle,64359108_0,49,B1_16,6,291
cattle,64420015_2,206,B1_16,6,291
NA,NA,NA,B1_17,ref,204
badger,20_d500_71_0,1,B1_17,1,204
cattle,64217090_15,1,B1_17,1,204
cattle,64241029_3,1,B1_17,1,204
cattle,64459003_9,1,B1_17,1,204
cattle,64508019_5,2,B1_17,1,204
boar,64241_0,6,B1_17,1,204
cattle,64244012_14,10,B1_17,1,204
cattle,64449006_4,13,B1_17,1,204
cattle,40119050_0,19,B1_17,1,204
cattle,64459003_11,69,B1_17,1,204
badger,45_d500_160_0,81,B1_17,1,204
badger,20_d500_71_0,1,B1_17,2,203
cattle,64217090_15,1,B1_17,2,203
cattle,64241029_3,1,B1_17,2,203
cattle,64459003_9,1,B1_17,2,203
cattle,64508019_5,2,B1_17,2,203
boar,64241_0,6,B1_17,2,203
cattle,64244012_14,10,B1_17,2,203
cattle,64449006_4,13,B1_17,2,203
cattle,40119050_0,19,B1_17,2,203
cattle,64459003_11,69,B1_17,2,203
cattle,64420015_1,80,B1_17,2,203
badger,20_d500_71_0,1,B1_17,3,170
cattle,64459003_9,1,B1_17,3,170
cattle,64241029_1,2,B1_17,3,170
cattle,64508019_5,2,B1_17,3,170
cattle,64244012_14,9,B1_17,3,170
cattle,64449006_4,12,B1_17,3,170
cattle,40119050_0,17,B1_17,3,170
cattle,64459003_11,47,B1_17,3,170
badger,45_d500_160_0,79,B1_17,3,170
cattle,64217090_15,1,B1_17,4,178
cattle,64241029_3,1,B1_17,4,178
cattle,64459003_9,1,B1_17,4,178
cattle,64508019_5,1,B1_17,4,178
boar,64241_0,5,B1_17,4,178
cattle,64244012_14,8,B1_17,4,178
cattle,64449006_4,12,B1_17,4,178
cattle,40119050_0,14,B1_17,4,178
cattle,64459003_11,62,B1_17,4,178
cattle,64420015_1,73,B1_17,4,178
badger,20_d500_71_0,1,B1_17,5,169
cattle,64459003_9,1,B1_17,5,169
cattle,64241029_1,2,B1_17,5,169
cattle,64508019_5,2,B1_17,5,169
cattle,64244012_14,9,B1_17,5,169
cattle,64449006_4,12,B1_17,5,169
cattle,40119050_0,17,B1_17,5,169
cattle,64459003_11,47,B1_17,5,169
cattle,64420015_1,78,B1_17,5,169
cattle,64217090_15,1,B1_17,6,178
cattle,64241029_3,1,B1_17,6,178
cattle,64459003_9,1,B1_17,6,178
cattle,64508019_5,1,B1_17,6,178
boar,64241_0,5,B1_17,6,178
cattle,64244012_14,8,B1_17,6,178
cattle,64449006_4,12,B1_17,6,178
cattle,40119050_0,14,B1_17,6,178
cattle,64459003_11,62,B1_17,6,178
cattle,64420015_1,73,B1_17,6,178
NA,NA,NA,B1_18,ref,129
badger,45_d500_157_858_5,2,B1_18,1,129
cattle,64420002_1,2,B1_18,1,129
boar,64556_5,3,B1_18,1,129
badger,45_d500_119_826_0,4,B1_18,1,129
cattle,64359005_2,4,B1_18,1,129
cattle,64420038_0,5,B1_18,1,129
cattle,64556034_2,11,B1_18,1,129
badger,45_d500_99_839_0,46,B1_18,1,129
boar,64556_2,52,B1_18,1,129
cattle,64420002_1,2,B1_18,2,122
boar,64556_5,3,B1_18,2,122
badger,45_d500_119_826_0,4,B1_18,2,122
cattle,64359005_2,4,B1_18,2,122
cattle,64420038_0,5,B1_18,2,122
cattle,64556034_2,11,B1_18,2,122
cattle,64420015_0,41,B1_18,2,122
boar,64556_2,52,B1_18,2,122
badger,45_d500_157_858_5,2,B1_18,3,111
cattle,64420002_1,2,B1_18,3,111
cattle,64359005_2,3,B1_18,3,111
badger,45_d500_119_826_0,4,B1_18,3,111
cattle,64420038_0,5,B1_18,3,111
cattle,64556034_2,8,B1_18,3,111
cattle,64556051_0,37,B1_18,3,111
badger,45_d500_99_839_0,50,B1_18,3,111
boar,64556_5,3,B1_18,4,75
cattle,64359005_2,3,B1_18,4,75
cattle,64420038_0,3,B1_18,4,75
cattle,64556034_2,6,B1_18,4,75
cattle,64420015_0,20,B1_18,4,75
boar,64556_2,40,B1_18,4,75
cattle,64420002_1,2,B1_18,5,104
cattle,64359005_2,3,B1_18,5,104
badger,45_d500_119_826_0,4,B1_18,5,104
cattle,64420038_0,5,B1_18,5,104
cattle,64556034_2,8,B1_18,5,104
cattle,64556051_0,37,B1_18,5,104
cattle,64420015_0,45,B1_18,5,104
boar,64556_5,3,B1_18,6,75
cattle,64359005_2,3,B1_18,6,75
cattle,64420038_0,3,B1_18,6,75
cattle,64556034_2,6,B1_18,6,75
cattle,64420015_0,20,B1_18,6,75
boar,64556_2,40,B1_18,6,75
NA,NA,NA,B1_19,ref,335
badger,3_d500_151_998_4,1,B1_19,1,335
boar,64501_1,1,B1_19,1,335
cattle,64420039_28,1,B1_19,1,335
cattle,64523029_3,1,B1_19,1,335
badger,3_d500_152_3,2,B1_19,1,335
cattle,64295017_3,2,B1_19,1,335
cattle,64420039_27,2,B1_19,1,335
cattle,64172018_0,5,B1_19,1,335
cattle,64172001_0,7,B1_19,1,335
cattle,40002135_6,10,B1_19,1,335
badger,45_d500_152_1,15,B1_19,1,335
cattle,64501044_3,16,B1_19,1,335
badger,3_d500_117_1,29,B1_19,1,335
boar,40027_0,110,B1_19,1,335
badger,45_d500_152_0,133,B1_19,1,335
badger,3_d500_151_998_4,1,B1_19,2,322
boar,64501_1,1,B1_19,2,322
cattle,64420039_28,1,B1_19,2,322
cattle,64523029_3,1,B1_19,2,322
badger,3_d500_152_3,2,B1_19,2,322
cattle,64295017_3,2,B1_19,2,322
cattle,64420039_27,2,B1_19,2,322
cattle,64420015_0,4,B1_19,2,322
cattle,64172018_0,5,B1_19,2,322
cattle,64172001_0,7,B1_19,2,322
cattle,40002135_6,10,B1_19,2,322
cattle,64501044_3,16,B1_19,2,322
badger,3_d500_117_1,29,B1_19,2,322
boar,40027_0,110,B1_19,2,322
cattle,64420039_12,131,B1_19,2,322
cattle,64420039_28,1,B1_19,3,287
cattle,64523029_3,1,B1_19,3,287
badger,3_d500_152_3,2,B1_19,3,287
cattle,64295017_3,2,B1_19,3,287
cattle,64420039_27,2,B1_19,3,287
cattle,64172001_0,3,B1_19,3,287
cattle,64172018_0,5,B1_19,3,287
cattle,64501044_3,9,B1_19,3,287
cattle,40002135_6,10,B1_19,3,287
badger,45_d500_152_1,15,B1_19,3,287
badger,3_d500_117_1,21,B1_19,3,287
cattle,64295017_0,78,B1_19,3,287
badger,45_d500_152_0,138,B1_19,3,287
boar,64501_1,1,B1_19,4,278
cattle,64420039_28,1,B1_19,4,278
cattle,64523029_3,1,B1_19,4,278
cattle,64295017_3,2,B1_19,4,278
cattle,64420039_27,2,B1_19,4,278
cattle,64420015_0,4,B1_19,4,278
cattle,64172018_0,5,B1_19,4,278
cattle,40002135_6,7,B1_19,4,278
cattle,64172001_0,7,B1_19,4,278
cattle,64501044_3,15,B1_19,4,278
boar,64523_1,22,B1_19,4,278
boar,40027_0,90,B1_19,4,278
cattle,64420039_12,121,B1_19,4,278
cattle,64420039_28,1,B1_19,5,274
cattle,64523029_3,1,B1_19,5,274
badger,3_d500_152_3,2,B1_19,5,274
cattle,64295017_3,2,B1_19,5,274
cattle,64420039_27,2,B1_19,5,274
cattle,64172001_0,3,B1_19,5,274
cattle,64420015_0,4,B1_19,5,274
cattle,64172018_0,5,B1_19,5,274
cattle,64501044_3,9,B1_19,5,274
cattle,40002135_6,10,B1_19,5,274
badger,3_d500_117_1,21,B1_19,5,274
cattle,64295017_0,78,B1_19,5,274
cattle,64420039_12,136,B1_19,5,274
boar,64501_1,1,B1_19,6,278
cattle,64420039_28,1,B1_19,6,278
cattle,64523029_3,1,B1_19,6,278
cattle,64295017_3,2,B1_19,6,278
cattle,64420039_27,2,B1_19,6,278
cattle,64420015_0,4,B1_19,6,278
cattle,64172018_0,5,B1_19,6,278
cattle,40002135_6,7,B1_19,6,278
cattle,64172001_0,7,B1_19,6,278
cattle,64501044_3,15,B1_19,6,278
boar,64523_1,22,B1_19,6,278
boar,40027_0,90,B1_19,6,278
cattle,64420039_12,121,B1_19,6,278
NA,NA,NA,B1_20,ref,217
badger,45_d500_156_1,1,B1_20,1,217
cattle,64359061_2,1,B1_20,1,217
badger,45_d500_156_0,2,B1_20,1,217
cattle,64281008_2,2,B1_20,1,217
cattle,64420042_1,2,B1_20,1,217
boar,64359_9,3,B1_20,1,217
cattle,64359149_4,3,B1_20,1,217
cattle,64420012_1,8,B1_20,1,217
cattle,64359061_11,15,B1_20,1,217
cattle,64420015_3,69,B1_20,1,217
boar,64281_1,111,B1_20,1,217
badger,45_d500_156_1,1,B1_20,2,212
badger,45_d500_156_2,1,B1_20,2,212
cattle,64359061_2,1,B1_20,2,212
cattle,64281008_2,2,B1_20,2,212
cattle,64420042_1,2,B1_20,2,212
boar,64359_9,3,B1_20,2,212
cattle,64359149_4,3,B1_20,2,212
cattle,64420012_1,8,B1_20,2,212
cattle,64359061_11,15,B1_20,2,212
cattle,64420015_3,65,B1_20,2,212
boar,64281_1,111,B1_20,2,212
badger,45_d500_156_1,1,B1_20,3,186
cattle,64359061_2,1,B1_20,3,186
badger,45_d500_156_0,2,B1_20,3,186
cattle,64359149_4,2,B1_20,3,186
cattle,64420042_1,2,B1_20,3,186
cattle,64420012_1,8,B1_20,3,186
