40089001_0_cattle_2012-03-01,40089001_10_cattle_2012-03-01,40089001_11_cattle_2011-05-01,40089001_12_cattle_2012-03-01,40089001_13_cattle_2012-03-01,40089001_14_cattle_2012-02-01,40089001_15_cattle_2012-03-01,40089001_16_cattle_2012-03-01,40089001_17_cattle_2012-03-01,40089001_18_cattle_2012-03-01,40089001_19_cattle_2012-03-01,40089001_1_cattle_2012-03-01,40089001_20_cattle_2012-03-01,40089001_21_cattle_2012-03-01,40089001_22_cattle_2012-03-01,40089001_23_cattle_2012-03-01,40089001_24_cattle_2012-01-01,40089001_25_cattle_2012-03-01,40089001_26_cattle_2012-03-01,40089001_27_cattle_2012-03-01,40089001_28_cattle_2012-03-01,40089001_29_cattle_2011-04-01,40089001_2_cattle_2012-03-01,40089001_30_cattle_2012-03-01,40089001_31_cattle_2012-03-01,40089001_32_cattle_2012-03-01,40089001_33_cattle_2012-03-01,40089001_34_cattle_2012-03-01,40089001_35_cattle_2012-03-01,40089001_36_cattle_2012-03-01,40089001_37_cattle_2012-02-01,40089001_38_cattle_2012-03-01,40089001_39_cattle_2012-03-01,40089001_3_cattle_2012-03-01,40089001_40_cattle_2012-03-01,40089001_41_cattle_2012-03-01,40089001_42_cattle_2012-03-01,40089001_43_cattle_2012-03-01,40089001_44_cattle_2012-03-01,40089001_4_cattle_2012-03-01,40089001_5_cattle_2012-03-01,40089001_6_cattle_2012-03-01,40089001_7_cattle_2012-03-01,40089001_8_cattle_2012-03-01,40089001_9_cattle_2012-03-01,64420015_0_cattle_2009-04-01,64420015_10_cattle_2009-04-01,64420015_11_cattle_2009-04-01,64420015_12_cattle_2009-04-01,64420015_13_cattle_2009-04-01,64420015_14_cattle_2009-04-01,64420015_15_cattle_2009-04-01,64420015_16_cattle_2009-04-01,64420015_17_cattle_2009-04-01,64420015_18_cattle_2009-04-01,64420015_19_cattle_2009-04-01,64420015_1_cattle_2009-04-01,64420015_20_cattle_2009-04-01,64420015_21_cattle_2009-04-01,64420015_22_cattle_2009-04-01,64420015_23_cattle_2009-04-01,64420015_24_cattle_2009-03-01,64420015_25_cattle_2009-04-01,64420015_26_cattle_2009-04-01,64420015_27_cattle_2009-04-01,64420015_28_cattle_2009-04-01,64420015_29_cattle_2009-03-01,64420015_2_cattle_2009-04-01,64420015_30_cattle_2009-04-01,64420015_31_cattle_2009-04-01,64420015_32_cattle_2009-04-01,64420015_33_cattle_2009-04-01,64420015_34_cattle_2009-04-01,64420015_35_cattle_2009-04-01,64420015_36_cattle_2009-04-01,64420015_37_cattle_2009-04-01,64420015_38_cattle_2009-04-01,64420015_39_cattle_2009-04-01,64420015_3_cattle_2009-04-01,64420015_4_cattle_2009-04-01,64420015_5_cattle_2009-04-01,64420015_6_cattle_2008-09-01,64420015_7_cattle_2009-04-01,64420015_8_cattle_2009-04-01,64420015_9_cattle_2009-04-01,64420044_0_cattle_2010-03-01,64420044_1_cattle_2010-03-01,64420044_2_cattle_2010-03-01,64420044_3_cattle_2010-03-01,64420044_4_cattle_2010-02-01,64420044_5_cattle_2010-03-01,64420044_6_cattle_2010-03-01,64420044_7_cattle_2010-03-01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30933813237352453,0.004799040191961609,0.0035992801439712063,0.007398520295940815,0.0015996800639872023,0.0045990801839632086,0.08578284343131426,0.0017996400719856025,0.0015996800639872023,0.004399120175964808,3.999200159968006e-4,0.0037992401519696068,0.0023995200959808036,0.0037992401519696068,0.005598880223955211,0.00519896020795841,0.008998200359928014,0,0.007598480303939215,0.0031993601279744054,0.10377924415117085,0.008398320335932815,0.002599480103979204,0.0031993601279744054,0.004799040191961609,0.005798840231953611,0.0045990801839632086,0.005998800239952012,0.0045990801839632086,0.003999200159968007,0.004799040191961609,0.0045990801839632086,0.0031993601279744054,0.08598280343931267,0.07678464307138597,0.004799040191961609,0.008998200359928014,0.0037992401519696068,0.002599480103979204,0.07498500299940031,0,0,0,0,0.0015996800639872023,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0.0031993601279744054,0.006398720255948813,0.03679264147170556,0.009198160367926414,0,0.0045990801839632086,9.998000399920016e-4,0.037592481503699156,0.003399320135972806,0.011997600479904008,0.003399320135972806,0.006198760247950412,0.008598280343931215,0.0035992801439712063,0.032993401319735965,0.00539892021595681,0.014397120575884803,0.0011997600479904018,0,0.01099780043991201,0.004199160167966408,0.014997000599880001,0.007398520295940815,0.007398520295940815,0.028394321135772775,0.003999200159968007,0.0031993601279744054,0.029994001199759972,0.008198360327934416,0.008998200359928014,0.009998000399920012,0.0049990001999600095,0.006198760247950412,0.0027994401119776045,0.007798440311937616,0.0067986402719456135,0.0167966406718656,0.008398320335932815,0.453709258148354,0.004199160167966408,0,5.998800239952009e-4,0,0,9.998000399920016e-4,0,3.999200159968006e-4,3.999200159968006e-4
0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00539892021595681,0.012797440511897606,0.008998200359928014,0.10097980403919316,7.998400319936012e-4,0.011997600479904008,0.009398120375924813,0.008198360327934416,0.014397120575884803,0.03579284143171356,0.0037992401519696068,0.003399320135972806,0.011997600479904008,0.004399120175964808,0.004199160167966408,0.11197760447910551,0.02579484103179358,0.008398320335932815,0.014797040591881602,0,0.003399320135972806,0.017596480703859198,0.0027994401119776045,0.009198160367926414,0.008798240351929614,0.3257348530293916,0.008398320335932815,0.0157968406318736,0.009798040391921612,0.017596480703859198,0.0167966406718656,0.028194361127774376,0.0163967206558688,0.0027994401119776045,0.008998200359928014,0.0161967606478704,0.027394521095780777,0.007598480303939215,0.015196960607878401,0.006998600279944014,0,0,0,1.999600079984003e-4,0,0,0,9.998000399920016e-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07518496300739871,0.003399320135972806,0.003999200159968007,0.0037992401519696068,0,0.0027994401119776045,0.15836832633473583,0.002599480103979204,0.0027994401119776045,0.0035992801439712063,1.999600079984003e-4,0.004399120175964808,0.004199160167966408,0.0045990801839632086,0.001399720055988802,0.002199560087982403,0.01059788042391521,0.07998400319936047,0.0015996800639872023,0.005998800239952012,0,0.007598480303939215,0.0015996800639872023,0.0017996400719856025,0.002199560087982403,0.0031993601279744054,0.0023995200959808036,0.0045990801839632086,0.0037992401519696068,0.008398320335932815,0.003999200159968007,0.007198560287942414,0.005798840231953611,0.16216756648670555,0.07198560287942421,0.009398120375924813,0.011597680463907209,0.003399320135972806,0.002999400119976005,0.06758648270345927,0,0,0,0,0,0,0,1.999600079984003e-4
0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003399320135972806,0.01099780043991201,0.007798440311937616,0.006598680263947213,3.999200159968006e-4,0.020395920815836792,0.0049990001999600095,0.0049990001999600095,0.006398720255948813,0.009598080383923213,0.014397120575884803,0.017396520695860798,0.009198160367926414,0.024595080983803183,0.009598080383923213,0.009198160367926414,0.020195960807838392,0.004199160167966408,0.008398320335932815,0.008598280343931215,0.005598880223955211,0,0.022595480903819187,0.024395120975804784,0.005798840231953611,0.0067986402719456135,0.02559488102379518,0.008598280343931215,0.028194361127774376,0.013997200559888004,0.009198160367926414,0.006998600279944014,0.005998800239952012,0.0019996000799840027,0.0045990801839632086,0.005798840231953611,0.02059588082383519,0.009798040391921612,0.008398320335932815,0.003399320135972806,0.0017996400719856025,0,7.998400319936012e-4,3.999200159968006e-4,1.999600079984003e-4,0,1.999600079984003e-4,3.999200159968006e-4
0,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015996800639872023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010397920415916811,0.0067986402719456135,0.008198360327934416,0.0161967606478704,0.0011997600479904018,0.34693061387721974,0.0035992801439712063,0.007998400319936016,0.03079384123175357,0.02059588082383519,0.029394121175764773,0.013797240551889604,0.010197960407918412,0.02579484103179358,0.013797240551889604,0.014797040591881602,0.04399120175964794,0.012797440511897606,0.014597080583883202,0.020395920815836792,0.007198560287942414,0.056788642271545516,0,0.023995200959807984,0.011397720455908809,0.022395520895820788,0.22655468906219245,0.013197360527894405,0.19876024795041394,0.0161967606478704,0.0165966806638672,0.017396520695860798,0.0163967206558688,0.007598480303939215,0.009198160367926414,0.013797240551889604,0.04399120175964794,0.0153969206158768,0.017396520695860798,0.009998000399920012,9.998000399920016e-4,9.998000399920016e-4,3.999200159968006e-4,0,0,0,0,0
0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011997600479904018,0.004799040191961609,0.004399120175964808,0.0023995200959808036,0,0.02139572085582879,0.002199560087982403,0.0037992401519696068,0.0027994401119776045,0.006398720255948813,0.09978004399120272,0.08818236352729514,0.0049990001999600095,0.32153569286142564,0.002599480103979204,0.005598880223955211,0.010397920415916811,0.0019996000799840027,0.003399320135972806,0.0027994401119776045,3.999200159968006e-4,0.033193361327734365,0.018596280743851196,0,0.0027994401119776045,0.004199160167966408,0.02079584083183359,0.0015996800639872023,0.02679464107178558,0.0035992801439712063,0.00539892021595681,0.0045990801839632086,0.004399120175964808,0.002999400119976005,0,0.0023995200959808036,0.010397920415916811,0.0037992401519696068,0.004399120175964808,7.998400319936012e-4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00539892021595681,0.018396320735852796,0.07418516296740668,0.0161967606478704,0.002199560087982403,0.007398520295940815,0.00519896020795841,0.22255548890222432,0.011597680463907209,0.018996200759847995,0.008598280343931215,0.00519896020795841,0.014197160567886403,0.011397720455908809,0.30733853229354074,0.012797440511897606,0.033793241351729564,0.010197960407918412,0.03719256148770236,0.017796440711857597,0.0035992801439712063,0.02579484103179358,0.008398320335932815,0.012197560487902407,0,0.008798240351929614,0.009398120375924813,0.05978804239152151,0.007398520295940815,0.014397120575884803,0.013397320535892805,0.013997200559888004,0.011997600479904008,0.008198360327934416,0.006598680263947213,0.018196360727854397,0.03499300139971996,0.02179564087182559,0.037992401519695955,0.011397720455908809,1.999600079984003e-4,0,0,0,3.999200159968006e-4,0,9.998000399920016e-4,0.0011997600479904018
0,0,0.0011997600479904018,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009798040391921612,0.008998200359928014,0.013597280543891204,0.09398120375924893,0.0017996400719856025,0.010197960407918412,0.007798440311937616,0.012997400519896006,0.0165966806638672,0.038192361527694355,0.007998400319936016,0.007798440311937616,0.011397720455908809,0.009598080383923213,0.014597080583883202,0.10937812437512623,0.03399320135972796,0.010397920415916811,0.0163967206558688,0.31873625274944833,0.0045990801839632086,0.024995000999799982,0.008598280343931215,0.011397720455908809,0.007198560287942414,0,0.013397320535892805,0.009798040391921612,0.008998200359928014,0.013797240551889604,0.014997000599880001,0.028194361127774376,0.020395920815836792,0.008398320335932815,0.005798840231953611,0.0171965606878624,0.03419316136772636,0.0171965606878624,0.0163967206558688,0.006198760247950412,1.999600079984003e-4,0,0,0,0.0019996000799840027,0,0,5.998800239952009e-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011597680463907209,0.006598680263947213,0.008398320335932815,0.010197960407918412,0,0.17376524695061313,0.0015996800639872023,0.005598880223955211,0.011997600479904008,0.012197560487902407,0.020195960807838392,0.0167966406718656,0.007198560287942414,0.03119376124775037,0.003399320135972806,0.013397320535892805,0.023995200959807984,0.002999400119976005,0.013797240551889604,0.01059788042391521,0.004799040191961609,0.05138972205558873,0.18136372725455258,0.03439312137572476,0.008398320335932815,0.006198760247950412,0,0.008798240351929614,0.15596880623875495,0.012597480503899207,0.008998200359928014,0.007998400319936016,0.008998200359928014,0.006998600279944014,0.007598480303939215,0.008598280343931215,0.023995200959807984,0.008998200359928014,0.00519896020795841,0.004199160167966408,0,0,0,7.998400319936012e-4,1.999600079984003e-4,0,0,5.998800239952009e-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031993601279744054,0.009398120375924813,0.3473305338932165,0.00539892021595681,0.002599480103979204,0.009198160367926414,0.007798440311937616,0.06618676264747042,0.007398520295940815,0.009998000399920012,0.0031993601279744054,0.011397720455908809,0.009198160367926414,0.009998000399920012,0.061187762447510306,0.007598480303939215,0.020395920815836792,0.006398720255948813,0.038392321535692754,0.00519896020795841,0.004799040191961609,0.020395920815836792,0.006998600279944014,0.007198560287942414,0.062187562487502304,0.011597680463907209,0.009998000399920012,0,0.010397920415916811,0.010197960407918412,0.008598280343931215,0.010397920415916811,0.009998000399920012,0.002999400119976005,0.010397920415916811,0.004199160167966408,0.02139572085582879,0.01059788042391521,0.03599280143971196,0.00539892021595681,1.999600079984003e-4,0,0,5.998800239952009e-4,0,0,0,5.998800239952009e-4
0,0,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008998200359928014,0.008198360327934416,0.011997600479904008,0.019196160767846394,0.0023995200959808036,0.10417916416716766,0.0045990801839632086,0.009398120375924813,0.009798040391921612,0.013197360527894405,0.018796240751849595,0.011397720455908809,0.014397120575884803,0.0171965606878624,0.01099780043991201,0.009598080383923213,0.03099380123975197,0.012997400519896006,0.011997600479904008,0.019796040791841593,0.0049990001999600095,0.04419116176764634,0.11117776444711189,0.028794241151769574,0.01119776044791041,0.01099780043991201,0.12557488502299716,0.012597480503899207,0,0.01059788042391521,0.01099780043991201,0.012797440511897606,0.008598280343931215,0.005798840231953611,0.008798240351929614,0.0155968806238752,0.032993401319735965,0.011797640471905608,0.014597080583883202,0.007198560287942414,0,0,0,0,1.999600079984003e-4,0,1.999600079984003e-4,0.001399720055988802
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009398120375924813,0.008998200359928014,0.007598480303939215,0.014197160567886403,0.0011997600479904018,0.007598480303939215,0.003399320135972806,0.006998600279944014,0.0045990801839632086,0.013397320535892805,0.008398320335932815,0.0045990801839632086,0.008798240351929614,0.012197560487902407,0.007798440311937616,0.005998800239952012,0.019196160767846394,0.006198760247950412,0.007998400319936016,0.008398320335932815,0.002199560087982403,0.019196160767846394,0.01079784043191361,0.007998400319936016,0.004399120175964808,0.010397920415916811,0.0155968806238752,0.007198560287942414,0.011997600479904008,0,0.007398520295940815,0.009598080383923213,0.3549290141971549,0.003399320135972806,0.002999400119976005,0.3009398120375926,0.02179564087182559,0.0067986402719456135,0.007598480303939215,0.0049990001999600095,0,0,1.999600079984003e-4,0,5.998800239952009e-4,1.999600079984003e-4,0.0011997600479904018,0
0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006398720255948813,0.07398520295940827,0.0161967606478704,0.02119576084783039,0.0037992401519696068,0.019396120775844794,0.004199160167966408,0.016996600679864,0.06678664267146564,0.02579484103179358,0.013197360527894405,0.008198360327934416,0.06518696260747839,0.0167966406718656,0.0167966406718656,0.0157968406318736,0.04999000199959993,0.008998200359928014,0.028194361127774376,0.019396120775844794,0.01079784043191361,0.04059188162367515,0.018996200759847995,0.012597480503899207,0.024795040991801583,0.013797240551889604,0.013597280543891204,0.02059588082383519,0.0163967206558688,0.024395120975804784,0,0.02639472105578878,0.020195960807838392,0.009798040391921612,0.0163967206558688,0.013197360527894405,0.05098980203959193,0.40891821635671716,0.02179564087182559,0.0031993601279744054,0,3.999200159968006e-4,5.998800239952009e-4,1.999600079984003e-4,0.0023995200959808036,0,0,0.002199560087982403
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015996800639872023,0.009198160367926414,0.003999200159968007,0.012997400519896006,1.999600079984003e-4,0.006598680263947213,0.0035992801439712063,0.013797240551889604,0.008598280343931215,0.41171765646869446,0.0019996000799840027,0.004399120175964808,0.00539892021595681,0.002599480103979204,0.007398520295940815,0.016996600679864,0.017996400719855997,0.002199560087982403,0.008598280343931215,0.019196160767846394,0.002999400119976005,0.01119776044791041,0.00519896020795841,0.005798840231953611,0.005798840231953611,0.017796440711857597,0.006398720255948813,0.012997400519896006,0.006998600279944014,0.007198560287942414,0.005998800239952012,0,0.006398720255948813,0.004399120175964808,0.0027994401119776045,0.005598880223955211,0.017596480703859198,0.005598880223955211,0.009198160367926414,0.0037992401519696068,7.998400319936012e-4,1.999600079984003e-4,0,0,0.0011997600479904018,0,0,3.999200159968006e-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017996400719856025,0.007198560287942414,0.012797440511897606,0.013797240551889604,0.0015996800639872023,0.0049990001999600095,0.0027994401119776045,0.012397520495900807,0.0027994401119776045,0.007998400319936016,0.008598280343931215,0.0017996400719856025,0.010397920415916811,0.009398120375924813,0.005998800239952012,0.00519896020795841,0.018596280743851196,0.0011997600479904018,0.008998200359928014,0.005598880223955211,0.0027994401119776045,0.014797040591881602,0.003999200159968007,0.0049990001999600095,0.009198160367926414,0.009398120375924813,0.008398320335932815,0.009198160367926414,0.01059788042391521,0.2917416516696672,0.008198360327934416,0.009598080383923213,0,0.0019996000799840027,0.005798840231953611,0.2571485702859477,0.018996200759847995,0.007198560287942414,0.011797640471905608,0.0037992401519696068,0.0011997600479904018,0,0.002599480103979204,0.001399720055988802,3.999200159968006e-4,0,0,1.999600079984003e-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10057988402319634,0.004399120175964808,0.008998200359928014,0.003999200159968007,0,0.004799040191961609,0.30353929214157155,0.0035992801439712063,0.0017996400719856025,0.004799040191961609,3.999200159968006e-4,0.0011997600479904018,0.005998800239952012,0,0.00539892021595681,0.003999200159968007,0.01059788042391521,0.10417916416716766,0.007398520295940815,0.0037992401519696068,0.1851629674065223,0.0049990001999600095,5.998800239952009e-4,0.003999200159968007,0.0031993601279744054,0.001399720055988802,0.002999400119976005,9.998000399920016e-4,5.998800239952009e-4,9.998000399920016e-4,0.001399720055988802,0.0035992801439712063,0.0037992401519696068,0,0.08318336332733497,0.0067986402719456135,0.01119776044791041,0.0027994401119776045,0.0037992401519696068,0.08198360327934454,5.998800239952009e-4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08618276344731107,0.0067986402719456135,0.004399120175964808,0.003999200159968007,3.999200159968006e-4,0.0049990001999600095,0.07858428314337162,0.00519896020795841,0.00539892021595681,0.01079784043191361,1.999600079984003e-4,0.006398720255948813,0.0067986402719456135,0.009798040391921612,0.0045990801839632086,0.008598280343931215,0.014397120575884803,0.09158168366326805,0.004399120175964808,0.003399320135972806,0.09738052389522184,0.012797440511897606,7.998400319936012e-4,0.0019996000799840027,0.005798840231953611,0.005798840231953611,0.007798440311937616,0.004799040191961609,0.001399720055988802,0.00519896020795841,0.0027994401119776045,0.005998800239952012,0.005998800239952012,0.07598480303939234,0,0.004799040191961609,0.013397320535892805,0.0035992801439712063,0.004199160167966408,0.35792841431713057,0,0,0,0,0,0,0,7.998400319936012e-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015996800639872023,0.005998800239952012,0.009198160367926414,0.01099780043991201,0,0.006198760247950412,0.0023995200959808036,0.01099780043991201,0.004799040191961609,0.007998400319936016,0.0037992401519696068,9.998000399920016e-4,0.007198560287942414,0.0035992801439712063,0.006998600279944014,0.0067986402719456135,0.0157968406318736,0.004399120175964808,0.0049990001999600095,0.008398320335932815,0.002999400119976005,0.012397520495900807,0.00519896020795841,0.007198560287942414,0.007798440311937616,0.008998200359928014,0.0049990001999600095,0.005598880223955211,0.0049990001999600095,0.23475304939012712,0.006598680263947213,0.010197960407918412,0.23635272945411437,0.002599480103979204,0.005998800239952012,0,0.0157968406318736,0.003999200159968007,0.009598080383923213,0.0027994401119776045,3.999200159968006e-4,0,3.999200159968006e-4,0,1.999600079984003e-4,0,3.999200159968006e-4,9.998000399920016e-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011997600479904018,0.0011997600479904018,0.006198760247950412,0.004199160167966408,0,0.003399320135972806,5.998800239952009e-4,0.0031993601279744054,3.999200159968006e-4,0.004199160167966408,0.0019996000799840027,9.998000399920016e-4,0.004799040191961609,7.998400319936012e-4,0.0019996000799840027,0.0023995200959808036,0.008798240351929614,9.998000399920016e-4,0.0035992801439712063,0.0031993601279744054,7.998400319936012e-4,0.0067986402719456135,0.0023995200959808036,0.0045990801839632086,0.00519896020795841,0.0045990801839632086,0.00519896020795841,0.0049990001999600095,0.003999200159968007,0.003399320135972806,0.0045990801839632086,0.001399720055988802,0.0011997600479904018,5.998800239952009e-4,0.0015996800639872023,0.0037992401519696068,0,0.0035992801439712063,0.003999200159968007,0.004399120175964808,0,0,1.999600079984003e-4,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005998800239952012,0.06478704259148158,0.005798840231953611,0.007198560287942414,0.0011997600479904018,0.004399120175964808,0.0045990801839632086,0.008998200359928014,0.05798840231953591,0.014997000599880001,0.008798240351929614,0.009598080383923213,0.06578684263147361,0.006598680263947213,0.007398520295940815,0.007798440311937616,0.024195160967806384,0.0031993601279744054,0.013997200559888004,0.009398120375924813,0.002199560087982403,0.022195560887822388,0.010397920415916811,0.00539892021595681,0.01079784043191361,0.01119776044791041,0.011997600479904008,0.011997600479904008,0.01099780043991201,0.012997400519896006,0.321735652869424,0.0067986402719456135,0.0045990801839632086,0.005998800239952012,0.0045990801839632086,0.007998400319936016,0.024195160967806384,0,0.008798240351929614,0.0017996400719856025,0.0015996800639872023,0,0,7.998400319936012e-4,1.999600079984003e-4,0,0,0
0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049990001999600095,0.009398120375924813,0.033193361327734365,0.005798840231953611,0,0.002199560087982403,0.0017996400719856025,0.037592481503699156,0.011997600479904008,0.009398120375924813,0.006198760247950412,0.0027994401119776045,0.004399120175964808,0.004399120175964808,0.023795240951809585,0.008398320335932815,0.0153969206158768,0.0045990801839632086,0.39392121575683875,0.006198760247950412,0.0031993601279744054,0.013997200559888004,0.0045990801839632086,0.003999200159968007,0.02599480103979198,0.007598480303939215,0.01079784043191361,0.03179364127174557,0.008198360327934416,0.009198160367926414,0.007798440311937616,0.007998400319936016,0.002999400119976005,0.002599480103979204,0.00519896020795841,0.005798840231953611,0.015996800639872,0.004199160167966408,0,0.0035992801439712063,0,7.998400319936012e-4,0,0,0,0,0,1.999600079984003e-4
0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901819636072792,0.007198560287942414,0.002599480103979204,0.007398520295940815,1.999600079984003e-4,0.0017996400719856025,0.08338332333533338,0.0027994401119776045,0.006198760247950412,0.004399120175964808,7.998400319936012e-4,7.998400319936012e-4,0.004799040191961609,0.004199160167966408,0.004399120175964808,0.00539892021595681,0.01079784043191361,0.09338132373525371,0.005798840231953611,0.003999200159968007,0.10497900419916129,0.010197960407918412,0.005598880223955211,0.004399120175964808,0.0017996400719856025,0.007198560287942414,0.003999200159968007,0.009198160367926414,0.004799040191961609,0.0037992401519696068,0.0017996400719856025,0.0023995200959808036,0.003399320135972806,0.08958208358328398,0.34013197360527486,0.0023995200959808036,0.009398120375924813,0.0049990001999600095,0.003399320135972806,0,0,0,0,0,0,0,0,3.999200159968006e-4
0.0019996000799840027,0,0.007598480303939215,0,5.998800239952009e-4,7.998400319936012e-4,0,7.998400319936012e-4,0,1.999600079984003e-4,0,0.0019996000799840027,0.0017996400719856025,0.0011997600479904018,0.0017996400719856025,5.998800239952009e-4,0.0017996400719856025,0,7.998400319936012e-4,7.998400319936012e-4,1.999600079984003e-4,0.01119776044791041,0.003399320135972806,0.0011997600479904018,0.0011997600479904018,0,0.001399720055988802,5.998800239952009e-4,0,0,7.998400319936012e-4,7.998400319936012e-4,5.998800239952009e-4,3.999200159968006e-4,0,0.002599480103979204,7.998400319936012e-4,1.999600079984003e-4,0.0023995200959808036,0,5.998800239952009e-4,9.998000399920016e-4,0.0031993601279744054,0.0017996400719856025,5.998800239952009e-4,0,0,0,0,0.024595080983803183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011397720455908809,0.019796040791841593,0.01119776044791041,0.019796040791841593,0.013197360527894405,0.010397920415916811,0.022595480903819187
0,0,0.0019996000799840027,1.999600079984003e-4,0,1.999600079984003e-4,0,0,0,0,0,3.999200159968006e-4,1.999600079984003e-4,0,0,1.999600079984003e-4,0.0011997600479904018,0,1.999600079984003e-4,0,3.999200159968006e-4,0.002199560087982403,3.999200159968006e-4,7.998400319936012e-4,7.998400319936012e-4,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,1.999600079984003e-4,0,0,3.999200159968006e-4,0,5.998800239952009e-4,0,0,0,0,0,0,0.006398720255948813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004799040191961609,0,0.0049990001999600095,0.4007198560287836,0.004399120175964808,0.0017996400719856025,0.002999400119976005,0.005598880223955211
